Student_ID,Student_Name,Class,Math,Physics,Chemistry,English,Attendance
STU0505,Divya,I BSc Maths,72,96,60,47,61
STU0506,Vignesh,II BSc Maths,72,45,95,49,79
STU0507,Ramesh,I BSc CS,95,97,68,46,94
STU0508,Rahul,II BSc Maths,82,83,82,58,88
STU0509,Hari,III BSc Maths,91,94,68,63,77
STU0510,Meena,I BSc Maths,54,47,45,79,94
STU0511,Divya,II BSc CS,64,42,84,88,94
STU0512,Aishwarya,I BSc CS,65,95,73,45,85
STU0513,Swathi,I BSc Maths,99,53,50,92,71
STU0514,Karthik,II BSc Maths,59,51,40,89,65
STU0515,Aishwarya,I BSc CS,60,53,68,75,64
STU0516,Sanjay,I BSc CS,85,76,70,93,60
STU0517,Ramesh,II BSc CS,88,49,88,54,69
STU0518,Meena,II BSc CS,47,48,47,71,94
STU0519,Swathi,III BSc Maths,87,68,84,97,96
STU0520,Kavya,I BSc CS,39,57,70,86,69
STU0521,Kavya,II BSc CS,86,39,85,77,75
STU0522,Hari,I BSc CS,69,82,37,78,79
STU0523,Surya,III BSc Maths,97,47,64,52,79
STU0524,Nandhini,I BSc CS,76,69,88,46,72
STU0525,Nisha,II BSc Maths,87,97,82,42,92
STU0526,Ramesh,II BSc Maths,43,74,99,86,68
STU0527,Dinesh,II BSc CS,38,57,59,60,63
STU0528,Harish,I BSc Maths,93,41,81,60,77
STU0529,Vijay,I BSc CS,99,85,50,38,75
STU0530,Vijay,I BSc CS,92,57,95,79,82
STU0531,Karthik,III BSc Maths,46,71,38,84,63
STU0532,Karthik,II BSc CS,62,63,63,61,77
STU0533,Sneha,I BSc CS,100,37,36,95,68
STU0534,Sneha,II BSc Maths,36,63,67,74,77
STU0535,Divya,I BSc CS,79,93,67,62,89
STU0536,Surya,II BSc CS,85,48,35,100,83
STU0537,Lavanya,II BSc CS,71,73,48,96,64
STU0538,Ajith,III BSc Maths,76,70,68,73,72
STU0539,Subha,II BSc CS,65,42,86,75,68
STU0540,Nandhini,I BSc Maths,98,72,68,88,85
STU0541,Rahul,I BSc Maths,59,78,63,95,82
STU0542,Keerthana,III BSc Maths,56,58,72,47,90
STU0543,Subha,III BSc Maths,58,77,46,63,82
STU0544,Harish,III BSc Maths,88,77,82,68,97
STU0545,Surya,I BSc CS,50,95,41,44,90
STU0546,Swathi,II BSc Maths,99,50,83,73,86
STU0547,Hari,II BSc Maths,52,60,78,87,96
STU0548,Swathi,I BSc CS,53,75,58,45,91
STU0549,Ajith,II BSc Maths,75,42,35,92,77
STU0550,Vignesh,II BSc Maths,55,97,46,51,99
STU0551,Divya,I BSc CS,86,89,96,84,60
STU0552,Hari,II BSc CS,60,82,36,76,93
STU0553,Vignesh,I BSc Maths,35,66,63,79,79
STU0554,Subha,I BSc Maths,84,99,74,56,64
STU0555,Sathish,I BSc Maths,73,72,93,78,87
STU0556,Swathi,II BSc Maths,78,97,80,59,70
STU0557,Mohan,I BSc CS,37,64,63,51,73
STU0558,Nandhini,I BSc Maths,99,56,50,81,62
STU0559,Rahul,III BSc Maths,41,41,48,37,63
STU0560,Kavin,I BSc Maths,88,91,83,50,95
STU0561,Praveen,I BSc CS,54,61,36,73,86
STU0562,Aishwarya,I BSc Maths,69,52,88,48,92
STU0563,Nandhini,II BSc CS,50,71,49,48,91
STU0564,Vignesh,II BSc CS,60,68,60,80,86
STU0565,Surya,II BSc Maths,40,98,61,96,81
STU0566,Harish,I BSc Maths,36,46,49,98,69
STU0567,Sanjay,II BSc CS,44,47,67,64,89
STU0568,Surya,III BSc Maths,94,41,47,57,62
STU0569,Deepa,III BSc Maths,81,75,89,49,66
STU0570,Deepa,I BSc Maths,36,52,56,77,82
STU0571,Swathi,I BSc CS,69,46,82,78,71
STU0572,Priya,I BSc CS,86,93,69,84,90
STU0573,Ramesh,I BSc CS,56,49,51,42,70
STU0574,Priya,I BSc CS,96,91,58,83,82
STU0575,Kavya,I BSc Maths,51,96,97,49,86
STU0576,Nisha,I BSc Maths,43,68,75,36,93
STU0577,Dinesh,II BSc CS,63,78,47,90,75
STU0578,Anitha,III BSc Maths,84,54,41,36,70
STU0579,Keerthana,I BSc CS,98,56,44,97,80
STU0580,Harish,III BSc Maths,70,41,99,63,95
STU0581,Sneha,I BSc CS,86,65,45,93,88
STU0582,Ramesh,II BSc CS,92,46,98,92,80
STU0583,Priya,I BSc CS,37,48,86,87,62
STU0584,Lavanya,II BSc CS,35,46,73,100,95
STU0585,Vignesh,I BSc CS,78,81,41,63,89
STU0586,Ajith,II BSc CS,95,81,92,49,66
STU0587,Dinesh,II BSc Maths,35,78,80,72,95
STU0588,Keerthana,III BSc Maths,48,40,56,98,68
STU0589,Sathish,I BSc CS,48,67,60,59,67
STU0590,Mohan,I BSc CS,62,93,59,78,66
STU0591,Dinesh,I BSc CS,40,50,92,93,97
STU0592,Keerthana,II BSc Maths,98,35,41,90,97
STU0593,Anitha,II BSc CS,57,57,51,48,84
STU0594,Aishwarya,II BSc CS,76,99,84,88,98
STU0595,Mohan,II BSc Maths,70,85,78,72,88
STU0596,Ramesh,II BSc Maths,52,87,100,73,95
STU0597,Deepa,III BSc Maths,62,60,61,72,82
STU0598,Mohan,II BSc Maths,57,99,76,49,82
STU0599,Lavanya,I BSc CS,88,71,89,36,93
STU0600,Priya,I BSc Maths,83,53,41,42,72
STU0601,Praveen,II BSc Maths,71,67,53,42,78
STU0602,Vignesh,II BSc CS,39,80,92,48,99
STU0603,Deepa,II BSc CS,63,84,65,100,78
STU0604,Kavin,I BSc Maths,83,84,88,75,95
STU0605,Hari,I BSc Maths,67,60,91,63,100
STU0606,Kavin,III BSc Maths,60,59,72,92,71
STU0607,Aishwarya,I BSc Maths,58,57,100,50,84
STU0608,Hari,I BSc CS,70,68,51,55,97
STU0609,Deepa,III BSc Maths,35,77,94,54,62
STU0610,Subha,III BSc Maths,41,73,97,80,64
STU0611,Ramesh,III BSc Maths,63,58,43,99,70
STU0612,Divya,II BSc CS,86,46,79,63,73
STU0613,Aishwarya,III BSc Maths,77,81,72,62,99
STU0614,Keerthana,I BSc CS,36,49,79,92,75
STU0615,Swathi,II BSc CS,66,40,76,83,67
STU0616,Rahul,III BSc Maths,71,38,82,100,92
STU0617,Nisha,I BSc CS,40,72,59,76,92
STU0618,Sanjay,I BSc Maths,56,35,43,61,100
STU0619,Dinesh,II BSc Maths,89,48,61,90,64
STU0620,Nandhini,II BSc Maths,38,93,77,39,65
STU0621,Sanjay,I BSc Maths,57,67,44,64,76
STU0622,Divya,I BSc CS,92,86,90,75,61
STU0623,Rahul,I BSc Maths,35,43,40,44,82
STU0624,Mohan,II BSc CS,48,72,73,46,78
STU0625,Dinesh,I BSc CS,83,85,38,95,70
STU0626,Lavanya,II BSc Maths,52,85,72,53,79
STU0627,Aishwarya,III BSc Maths,36,53,50,40,60
STU0628,Meena,II BSc CS,85,45,74,61,82
STU0629,Vignesh,I BSc CS,100,53,55,58,74
STU0630,Kavya,III BSc Maths,59,49,58,41,95
STU0631,Nisha,II BSc CS,44,72,43,67,66
STU0632,Vignesh,II BSc CS,97,77,80,51,75
STU0633,Priya,III BSc Maths,43,59,75,97,88
STU0634,Ajith,II BSc CS,74,54,81,75,87
STU0635,Karthik,I BSc Maths,75,66,63,90,77
STU0636,Sathish,III BSc Maths,52,77,96,94,88
STU0637,Vijay,III BSc Maths,97,48,57,45,77
STU0638,Deepa,II BSc Maths,60,68,44,44,61
STU0639,Deepa,II BSc CS,38,86,62,39,95
STU0640,Praveen,II BSc CS,95,54,81,85,74
STU0641,Swathi,II BSc CS,72,52,94,99,92
STU0642,Sanjay,I BSc CS,81,99,36,65,99
STU0643,Aishwarya,II BSc Maths,100,52,92,55,71
STU0644,Meena,II BSc CS,53,96,80,40,74
STU0645,Dinesh,I BSc CS,64,43,68,82,74
STU0646,Hari,II BSc Maths,81,84,95,93,62
STU0647,Hari,III BSc Maths,48,70,68,57,84
STU0648,Sneha,I BSc CS,81,44,67,83,74
STU0649,Keerthana,I BSc CS,80,79,97,96,98
STU0650,Arun,II BSc CS,52,91,56,64,64
STU0651,Keerthana,III BSc Maths,62,54,58,55,83
STU0652,Kavya,I BSc Maths,64,88,77,49,90
STU0653,Aishwarya,I BSc CS,96,61,55,87,61
STU0654,Harish,I BSc Maths,51,55,52,100,62
STU0655,Swathi,II BSc CS,53,42,56,68,71
STU0656,Keerthana,I BSc CS,37,71,45,62,88
STU0657,Kavya,I BSc CS,96,56,63,87,98
STU0658,Subha,II BSc CS,58,100,68,56,81
STU0659,Mohan,I BSc CS,43,64,83,84,68
STU0660,Priya,I BSc Maths,60,99,88,54,98
STU0661,Priya,II BSc Maths,95,39,99,50,65
STU0662,Anitha,II BSc Maths,35,90,88,82,62
STU0663,Kavin,II BSc CS,89,64,96,83,82
STU0664,Meena,II BSc CS,47,89,52,67,90
STU0665,Dinesh,II BSc Maths,45,71,87,67,72
STU0666,Arun,I BSc Maths,50,35,83,61,80
STU0667,Divya,III BSc Maths,48,54,89,67,76
STU0668,Deepa,II BSc CS,89,81,70,85,73
STU0669,Divya,II BSc CS,96,57,82,96,76
STU0670,Surya,II BSc CS,79,85,52,50,74
STU0671,Nisha,II BSc Maths,47,62,100,86,81
STU0672,Ramesh,II BSc CS,41,55,84,35,65
STU0673,Sathish,II BSc Maths,95,90,46,43,76
STU0674,Harish,III BSc Maths,45,39,84,86,99
STU0675,Sneha,II BSc CS,71,42,57,98,88
STU0676,Arun,II BSc Maths,71,59,39,100,93
STU0677,Kavin,II BSc Maths,56,39,81,65,60
STU0678,Karthik,I BSc Maths,70,86,80,85,85
STU0679,Meena,II BSc Maths,36,43,46,71,95
STU0680,Mohan,II BSc CS,79,79,70,63,98
STU0681,Vignesh,I BSc CS,86,35,68,57,86
STU0682,Keerthana,I BSc Maths,44,99,72,78,67
STU0683,Ramesh,II BSc CS,67,67,91,83,96
STU0684,Anitha,II BSc Maths,78,93,93,38,90
STU0685,Priya,III BSc Maths,43,83,63,64,80
STU0686,Divya,III BSc Maths,36,68,66,71,65
STU0687,Rahul,III BSc Maths,44,57,95,75,82
STU0688,Vignesh,II BSc CS,69,58,59,98,72
STU0689,Harish,II BSc Maths,68,61,64,60,75
STU0690,Sathish,II BSc CS,80,54,48,50,65
STU0691,Aishwarya,I BSc CS,35,40,96,82,99
STU0692,Ajith,I BSc CS,70,97,58,100,77
STU0693,Rahul,II BSc Maths,51,41,89,96,94
STU0694,Hari,II BSc CS,79,85,57,93,67
STU0695,Kavin,II BSc CS,93,75,36,36,73
STU0696,Rahul,II BSc CS,47,76,81,68,71
STU0697,Lavanya,III BSc Maths,65,69,95,78,83
STU0698,Karthik,I BSc CS,89,61,88,82,83
STU0699,Deepa,I BSc CS,70,92,58,51,96
STU0700,Aishwarya,II BSc Maths,47,69,65,90,84
STU0701,Vignesh,II BSc Maths,54,95,36,57,86
STU0702,Anitha,II BSc Maths,75,97,73,67,95
STU0703,Deepa,II BSc CS,41,85,47,55,63
STU0704,Vignesh,III BSc Maths,95,47,92,77,76
STU0705,Vijay,III BSc Maths,67,79,37,87,67
STU0706,Vijay,II BSc CS,60,57,71,80,80
STU0707,Aishwarya,II BSc CS,97,92,45,83,99
STU0708,Surya,I BSc CS,53,56,78,88,100
STU0709,Kavya,II BSc CS,86,44,45,55,81
STU0710,Harish,III BSc Maths,75,72,69,85,77
STU0711,Swathi,I BSc CS,81,92,87,56,71
STU0712,Deepa,I BSc Maths,51,65,67,45,73
STU0713,Karthik,I BSc CS,48,47,43,95,95
STU0714,Hari,I BSc Maths,85,45,48,68,99
STU0715,Subha,I BSc Maths,84,74,64,66,78
STU0716,Nisha,II BSc Maths,51,56,38,39,82
STU0717,Deepa,III BSc Maths,95,94,69,91,68
STU0718,Kavin,II BSc CS,57,93,90,74,82
STU0719,Anitha,II BSc CS,64,46,91,74,83
STU0720,Divya,III BSc Maths,54,73,36,35,93
STU0721,Sathish,II BSc Maths,79,71,95,36,91
STU0722,Dinesh,I BSc CS,73,36,90,72,98
STU0723,Harish,I BSc Maths,82,59,87,90,85
STU0724,Harish,II BSc Maths,84,83,63,68,65
STU0725,Divya,II BSc Maths,69,71,69,87,72
STU0726,Deepa,I BSc Maths,58,52,72,49,100
STU0727,Nisha,II BSc CS,92,69,97,59,80
STU0728,Arun,II BSc Maths,41,37,58,48,78
STU0729,Praveen,II BSc Maths,91,36,64,46,69
STU0730,Arun,I BSc CS,62,78,88,74,91
STU0731,Vijay,I BSc CS,39,77,45,53,63
STU0732,Praveen,I BSc CS,44,95,58,59,76
STU0733,Sathish,I BSc CS,36,50,66,84,88
STU0734,Harish,I BSc Maths,60,93,47,61,90
STU0735,Rahul,III BSc Maths,76,55,40,50,76
STU0736,Anitha,III BSc Maths,60,81,41,62,67
STU0737,Harish,I BSc CS,76,36,56,70,97
STU0738,Priya,I BSc CS,66,36,40,95,98
STU0739,Subha,III BSc Maths,46,66,55,98,65
STU0740,Aishwarya,II BSc CS,78,42,42,80,69
STU0741,Kavin,II BSc CS,48,51,97,64,80
STU0742,Lavanya,III BSc Maths,91,59,37,83,82
STU0743,Nandhini,II BSc Maths,67,40,97,91,95
STU0744,Surya,II BSc CS,97,59,58,79,80
STU0745,Nandhini,I BSc CS,70,55,43,54,88
STU0746,Surya,III BSc Maths,81,93,35,99,84
STU0747,Nandhini,II BSc Maths,37,81,65,76,64
STU0748,Aishwarya,II BSc CS,84,59,98,54,99
STU0749,Surya,III BSc Maths,87,76,49,47,93
STU0750,Aishwarya,I BSc Maths,40,51,57,39,72
STU0751,Priya,I BSc CS,59,47,39,84,91
STU0752,Keerthana,II BSc CS,67,41,81,63,98
STU0753,Kavin,I BSc Maths,36,61,97,45,89
STU0754,Ramesh,I BSc Maths,81,88,82,42,99
STU0755,Praveen,II BSc CS,40,44,73,44,73
STU0756,Keerthana,I BSc Maths,47,64,84,59,72
STU0757,Keerthana,II BSc Maths,57,88,48,80,89
STU0758,Kavin,I BSc CS,48,56,58,86,92
STU0759,Ajith,II BSc Maths,91,80,75,76,83
STU0760,Divya,I BSc CS,76,65,62,83,95
STU0761,Mohan,III BSc Maths,81,92,92,85,60
STU0762,Nandhini,I BSc Maths,71,37,52,73,60
STU0763,Surya,II BSc Maths,62,75,37,70,95
STU0764,Keerthana,II BSc CS,54,47,39,93,82
STU0765,Subha,II BSc Maths,68,81,66,64,76
STU0766,Ramesh,III BSc Maths,46,86,62,44,80
STU0767,Ramesh,I BSc CS,57,97,47,73,62
STU0768,Nandhini,II BSc CS,83,45,42,77,82
STU0769,Swathi,I BSc CS,88,50,64,36,100
STU0770,Dinesh,I BSc CS,41,74,40,75,94
STU0771,Meena,II BSc Maths,76,99,63,54,63
STU0772,Aishwarya,I BSc CS,92,99,46,63,87
STU0773,Surya,I BSc CS,53,51,78,45,90
STU0774,Meena,I BSc Maths,86,68,45,86,92
STU0775,Divya,II BSc Maths,52,96,60,97,85
STU0776,Sneha,II BSc CS,60,66,66,44,77
STU0777,Dinesh,I BSc CS,76,46,49,87,87
STU0778,Vijay,III BSc Maths,59,76,79,38,79
STU0779,Karthik,III BSc Maths,91,53,91,40,74
STU0780,Vignesh,III BSc Maths,54,45,49,41,75
STU0781,Kavya,II BSc Maths,71,36,78,49,79
STU0782,Nisha,I BSc CS,37,77,61,62,73
STU0783,Lavanya,II BSc CS,68,96,53,37,84
STU0784,Meena,II BSc CS,40,67,56,42,78
STU0785,Vignesh,II BSc CS,69,41,94,36,64
STU0786,Rahul,III BSc Maths,81,48,37,72,84
STU0787,Harish,I BSc CS,100,47,75,97,98
STU0788,Lavanya,I BSc Maths,58,60,99,93,95
STU0789,Mohan,I BSc Maths,40,66,74,77,91
STU0790,Rahul,II BSc Maths,37,79,80,80,100
STU0791,Surya,II BSc Maths,99,70,42,67,84
STU0792,Swathi,I BSc Maths,70,63,54,78,85
STU0793,Aishwarya,II BSc Maths,46,83,64,88,75
STU0794,Meena,II BSc Maths,89,74,77,92,94
STU0795,Subha,II BSc Maths,52,60,52,74,93
STU0796,Mohan,II BSc Maths,90,53,55,75,64
STU0797,Lavanya,II BSc CS,50,58,75,53,61
STU0798,Dinesh,III BSc Maths,87,87,73,91,100
STU0799,Mohan,III BSc Maths,54,59,48,51,71
STU0800,Arun,II BSc CS,69,64,64,64,61
STU0801,Vijay,I BSc Maths,96,52,99,95,83
STU0802,Karthik,I BSc CS,97,95,52,55,72
STU0803,Harish,I BSc Maths,87,36,69,87,74
STU0804,Nandhini,II BSc Maths,61,43,57,91,99
STU0805,Anitha,III BSc Maths,93,66,89,86,62
STU0806,Kavya,I BSc CS,75,85,39,48,88
STU0807,Nisha,I BSc Maths,66,85,40,84,93
STU0808,Dinesh,I BSc Maths,59,72,91,85,79
STU0809,Dinesh,III BSc Maths,94,56,89,72,99
STU0810,Mohan,I BSc Maths,53,94,92,46,92
STU0811,Priya,II BSc Maths,52,85,87,76,88
STU0812,Arun,II BSc Maths,93,60,93,46,76
STU0813,Ajith,II BSc Maths,50,46,49,92,100
STU0814,Vijay,I BSc Maths,84,100,55,83,95
STU0815,Rahul,I BSc Maths,56,77,54,55,69
STU0816,Karthik,I BSc Maths,88,74,74,92,78
STU0817,Sneha,II BSc Maths,50,51,60,35,99
STU0818,Dinesh,III BSc Maths,36,93,98,98,94
STU0819,Ramesh,I BSc Maths,98,65,62,95,89
STU0820,Divya,I BSc CS,45,35,66,70,99
STU0821,Sneha,II BSc CS,61,41,58,53,63
STU0822,Sneha,III BSc Maths,39,53,39,73,81
STU0823,Mohan,I BSc Maths,41,48,88,57,70
STU0824,Aishwarya,III BSc Maths,57,93,81,39,65
STU0825,Dinesh,III BSc Maths,76,82,83,43,87
STU0826,Sathish,II BSc CS,43,72,95,52,67
STU0827,Kavin,III BSc Maths,77,87,61,61,99
STU0828,Hari,I BSc Maths,46,96,71,89,98
STU0829,Deepa,III BSc Maths,68,80,51,98,93
STU0830,Nandhini,I BSc CS,98,58,64,72,72
STU0831,Arun,I BSc Maths,38,94,50,61,99
STU0832,Divya,I BSc CS,40,77,79,62,60
STU0833,Sneha,II BSc Maths,71,67,43,74,79
STU0834,Keerthana,II BSc CS,76,35,49,77,81
STU0835,Rahul,II BSc CS,38,57,59,77,81
STU0836,Mohan,I BSc CS,95,39,52,96,69
STU0837,Sneha,I BSc CS,77,94,87,42,93
STU0838,Surya,II BSc CS,75,37,61,77,82
STU0839,Sanjay,II BSc Maths,70,38,78,83,100
STU0840,Lavanya,II BSc Maths,84,58,49,74,80
STU0841,Kavin,I BSc Maths,69,87,46,98,75
STU0842,Vijay,I BSc CS,73,62,73,57,67
STU0843,Vijay,I BSc Maths,60,46,91,99,61
STU0844,Ramesh,I BSc CS,99,54,59,78,90
STU0845,Nandhini,II BSc CS,74,76,53,47,93
STU0846,Aishwarya,II BSc Maths,61,39,93,84,93
STU0847,Priya,I BSc Maths,74,40,46,77,89
STU0848,Swathi,I BSc Maths,48,74,37,74,100
STU0849,Swathi,II BSc Maths,76,60,59,71,77
STU0850,Lavanya,III BSc Maths,91,50,69,54,70
STU0851,Praveen,I BSc Maths,36,100,48,61,94
STU0852,Vijay,II BSc CS,75,69,53,71,96
STU0853,Harish,II BSc Maths,44,74,78,91,63
STU0854,Subha,I BSc Maths,95,41,48,84,63
STU0855,Sanjay,I BSc CS,85,57,92,80,79
STU0856,Ajith,II BSc Maths,45,94,51,46,89
STU0857,Priya,I BSc CS,74,94,95,64,74
STU0858,Subha,II BSc CS,68,81,85,58,81
STU0859,Ramesh,III BSc Maths,93,97,38,43,90
STU0860,Priya,III BSc Maths,96,94,56,71,82
STU0861,Kavya,II BSc CS,51,100,48,86,66
STU0862,Ajith,II BSc CS,44,73,94,86,97
STU0863,Divya,II BSc Maths,66,55,96,84,64
STU0864,Ajith,II BSc Maths,90,90,78,65,71
STU0865,Aishwarya,I BSc Maths,97,49,94,76,95
STU0866,Priya,I BSc CS,57,74,86,43,98
STU0867,Priya,II BSc CS,83,76,98,42,65
STU0868,Vignesh,II BSc Maths,35,53,54,92,94
STU0869,Surya,I BSc CS,92,60,61,75,79
STU0870,Meena,III BSc Maths,90,79,46,36,99
STU0871,Keerthana,I BSc CS,51,72,42,82,95
STU0872,Hari,I BSc Maths,80,49,71,38,75
STU0873,Divya,II BSc CS,85,75,83,86,84
STU0874,Divya,II BSc CS,62,57,95,52,72
STU0875,Lavanya,I BSc CS,81,88,54,71,68
STU0876,Subha,I BSc Maths,44,37,53,97,87
STU0877,Subha,I BSc Maths,52,88,93,89,99
STU0878,Karthik,I BSc CS,100,89,92,84,82
STU0879,Harish,II BSc Maths,89,35,98,65,92
STU0880,Praveen,I BSc CS,81,39,39,96,83
STU0881,Priya,II BSc CS,96,45,53,70,89
STU0882,Keerthana,I BSc Maths,46,66,95,44,100
STU0883,Lavanya,II BSc CS,74,41,78,36,90
STU0884,Nisha,II BSc CS,95,77,88,80,78
STU0885,Surya,II BSc Maths,39,73,68,42,100
STU0886,Anitha,II BSc CS,56,41,72,38,78
STU0887,Anitha,I BSc Maths,51,99,44,70,76
STU0888,Subha,II BSc CS,70,70,67,36,67
STU0889,Kavya,II BSc Maths,54,92,82,57,76
STU0890,Ramesh,II BSc Maths,97,58,39,78,65
STU0891,Subha,II BSc CS,54,98,87,84,75
STU0892,Aishwarya,I BSc CS,56,61,79,41,76
STU0893,Dinesh,I BSc Maths,41,56,94,86,90
STU0894,Surya,I BSc CS,64,83,84,95,76
STU0895,Subha,II BSc CS,90,36,71,92,84
STU0896,Aishwarya,III BSc Maths,40,47,80,90,99
STU0897,Mohan,III BSc Maths,77,69,69,47,76
STU0898,Sneha,II BSc CS,85,94,65,59,93
STU0899,Ajith,II BSc Maths,75,36,36,43,60
STU0900,Divya,I BSc Maths,48,92,79,63,78
STU0901,Praveen,II BSc Maths,39,38,46,42,98
STU0902,Aishwarya,II BSc Maths,50,50,46,51,84
STU0903,Aishwarya,II BSc CS,58,49,58,67,78
STU0904,Nisha,I BSc Maths,93,70,89,76,76
STU0905,Karthik,I BSc Maths,70,42,83,84,81
STU0906,Hari,III BSc Maths,68,57,91,43,91
STU0907,Mohan,II BSc Maths,85,57,97,48,69
STU0908,Lavanya,I BSc CS,62,48,91,68,66
STU0909,Hari,I BSc Maths,44,67,92,37,91
STU0910,Subha,I BSc Maths,39,84,69,54,81
STU0911,Swathi,I BSc CS,35,100,97,96,87
STU0912,Rahul,I BSc Maths,63,35,84,96,67
STU0913,Meena,II BSc CS,80,77,73,86,63
STU0914,Sneha,I BSc Maths,81,78,45,93,78
STU0915,Sneha,II BSc Maths,57,40,84,59,79
STU0916,Kavin,I BSc CS,48,80,97,45,100
STU0917,Nisha,II BSc Maths,52,39,59,38,97
STU0918,Harish,I BSc CS,84,43,74,98,94
STU0919,Sathish,I BSc CS,37,39,78,42,81
STU0920,Ramesh,I BSc Maths,86,50,62,93,94
STU0921,Subha,II BSc CS,64,44,39,53,91
STU0922,Sneha,I BSc Maths,95,40,66,51,60
STU0923,Karthik,I BSc Maths,74,47,93,56,97
STU0924,Sanjay,I BSc Maths,49,98,63,43,72
STU0925,Divya,III BSc Maths,86,76,50,52,80
STU0926,Sathish,II BSc Maths,40,57,77,43,67
STU0927,Praveen,II BSc Maths,88,56,82,56,88
STU0928,Harish,II BSc CS,40,52,47,83,70
STU0929,Arun,I BSc CS,45,35,35,57,65
STU0930,Kavin,II BSc CS,71,88,95,51,73
STU0931,Subha,III BSc Maths,92,87,65,57,99
STU0932,Kavin,I BSc Maths,58,98,46,73,82
STU0933,Divya,I BSc Maths,65,59,50,47,99
STU0934,Vijay,II BSc CS,99,63,94,61,77
STU0935,Hari,II BSc Maths,49,54,95,98,71
STU0936,Karthik,I BSc Maths,41,81,71,61,87
STU0937,Praveen,III BSc Maths,93,40,48,41,94
STU0938,Karthik,II BSc Maths,38,97,100,49,64
STU0939,Swathi,II BSc Maths,91,76,88,60,80
STU0940,Harish,I BSc Maths,76,64,47,65,86
STU0941,Deepa,II BSc Maths,83,63,44,95,97
STU0942,Anitha,I BSc Maths,90,53,62,93,71
STU0943,Rahul,III BSc Maths,52,93,59,80,77
STU0944,Vignesh,III BSc Maths,51,39,42,70,68
STU0945,Priya,I BSc CS,93,88,56,78,74
STU0946,Swathi,III BSc Maths,55,56,64,46,86
STU0947,Deepa,II BSc CS,97,62,95,94,77
STU0948,Arun,I BSc CS,66,66,76,90,97
STU0949,Harish,II BSc CS,54,35,88,40,62
STU0950,Anitha,II BSc CS,39,89,85,96,66
STU0951,Nisha,I BSc CS,65,45,36,87,73
STU0952,Subha,III BSc Maths,72,65,46,37,90
STU0953,Aishwarya,III BSc Maths,55,93,38,93,89
STU0954,Dinesh,II BSc Maths,86,58,82,94,100
STU0955,Arun,I BSc Maths,84,77,39,72,87
STU0956,Dinesh,III BSc Maths,61,45,77,42,92
STU0957,Mohan,III BSc Maths,41,49,84,81,89
STU0958,Kavya,I BSc Maths,81,81,57,43,95
STU0959,Kavin,II BSc Maths,52,77,65,49,90
STU0960,Nandhini,II BSc CS,61,63,76,80,77
STU0961,Keerthana,I BSc CS,70,41,43,82,82
STU0962,Nisha,I BSc CS,99,50,95,72,88
STU0963,Kavya,III BSc Maths,43,59,93,46,65
STU0964,Rahul,II BSc Maths,71,44,48,56,77
STU0965,Priya,II BSc Maths,98,54,61,37,78
STU0966,Divya,II BSc CS,51,95,79,88,88
STU0967,Nandhini,I BSc Maths,72,59,43,37,74
STU0968,Sathish,II BSc CS,77,87,78,76,91
STU0969,Meena,II BSc CS,91,93,73,51,79
STU0970,Karthik,III BSc Maths,64,96,82,71,63
STU0971,Subha,III BSc Maths,71,93,56,55,94
STU0972,Surya,II BSc Maths,57,54,55,65,67
STU0973,Hari,III BSc Maths,51,91,68,82,71
STU0974,Vignesh,II BSc CS,39,75,79,53,83
STU0975,Nisha,II BSc CS,55,73,50,38,85
STU0976,Mohan,I BSc CS,53,93,75,54,60
STU0977,Nandhini,II BSc CS,99,77,72,95,78
STU0978,Dinesh,II BSc CS,53,91,78,49,90
STU0979,Swathi,I BSc Maths,52,49,74,38,85
STU0980,Kavya,II BSc Maths,92,80,46,76,63
STU0981,Kavya,II BSc Maths,63,70,60,37,65
STU0982,Lavanya,I BSc CS,46,100,85,59,91
STU0983,Ajith,II BSc CS,100,42,81,85,69
STU0984,Kavin,I BSc CS,82,84,82,36,78
STU0985,Vijay,III BSc Maths,74,92,46,62,88
STU0986,Nandhini,I BSc CS,91,71,55,89,86
STU0987,Subha,II BSc CS,46,53,61,73,90
STU0988,Deepa,II BSc CS,77,43,83,46,60
STU0989,Divya,III BSc Maths,88,57,94,52,72
STU0990,Karthik,I BSc CS,72,97,40,73,97
STU0991,Surya,I BSc CS,94,63,38,35,69
STU0992,Praveen,III BSc Maths,95,50,71,88,71
STU0993,Anitha,II BSc Maths,38,50,70,98,64
STU0994,Kavya,III BSc Maths,96,90,68,95,67
STU0995,Vijay,II BSc CS,37,68,55,42,69
STU0996,Ajith,I BSc CS,52,80,55,41,77
STU0997,Vijay,I BSc CS,80,41,72,72,93
STU0998,Sneha,I BSc Maths,100,59,58,47,98
STU0999,Dinesh,II BSc Maths,76,75,73,69,83
STU1000,Priya,II BSc CS,80,53,36,52,93
